year,symbol,fiscalDateEnding,totalAssets,totalCurrentAssets,cashAndCashEquivalentsAtCarryingValue,cashAndShortTermInvestments,inventory,currentNetReceivables,totalNonCurrentAssets,propertyPlantEquipment,accumulatedDepreciationAmortizationPPE,intangibleAssets,intangibleAssetsExcludingGoodwill,goodwill,investments,longTermInvestments,shortTermInvestments,otherCurrentAssets,otherNonCurrentAssets,totalLiabilities,totalCurrentLiabilities,currentAccountsPayable,deferredRevenue,currentDebt,shortTermDebt,totalNonCurrentLiabilities,capitalLeaseObligations,longTermDebt,currentLongTermDebt,longTermDebtNoncurrent,shortLongTermDebtTotal,otherCurrentLiabilities,otherNonCurrentLiabilities,totalShareholderEquity,treasuryStock,retainedEarnings,commonStock,commonStockSharesOutstanding,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,netIncome,reportedEPS,Sector,Industry,futureEPS
2022,BKNG,2022-12-31,25361000000,15798000000.0,12221000000.0,12396000000.0,477000000.0,2113000000.0,9615000000.0,669000000.0,1324000000.0,4636000000.0,1829000000.0,2807000000.0,,2789000000.0,175000000.0,696000000.0,824000000.0,22579000000.0,8474000000.0,2507000000.0,,521000000.0,500000000.0,14137000000.0,32000000.0,12485000000.0,500000000.0,11985000000.0,12485000000.0,2364000000.0,172000000.0,2782000000.0,30983000000.0,27541000000.0,0.0,38510000.0,7247000000,17090000000,9843000000,607000000.0,5102000000,6927000000.0,,11988000000,219000000.0,-391000000.0,219000000.0,391000000.0,-43000000.0,-788000000.0,227000000.0,451000000.0,3923000000,865000000,391000000.0,3058000000.0,2935000000.0,5102000000,4765000000.0,3058000000,100.75,ENERGY & TRANSPORTATION,TRANSPORTATION SERVICES,
2022,BLK,2022-12-31,117628000000,16445000000.0,7416000000.0,7416000000.0,,,101183000000.0,2547000000.0,,18302000000.0,18302000000.0,15341000000.0,,7466000000.0,1331000000.0,5765000000.0,,78843000000.0,1294000000.0,,,,1000000000.0,77549000000.0,1835000000.0,6654000000.0,,,8489000000.0,-367000000.0,65242000000.0,37744000000.0,-10805000000.0,29876000000.0,2000000.0,152440471.0,8787000000,17873000000,9086000000,9086000000.0,6385000000,1816000000.0,600000000.0,2298000000,,-60000000.0,95000000.0,212000000.0,,117000000.0,,11162000000.0,6290000000,1296000000,,4994000000.0,,-4265000000,6897000000.0,5178000000,35.36,FINANCE,"SECURITY BROKERS, DEALERS & FLOTATION COMPANIES",
2022,BMY,2022-12-31,96820000000,27273000000.0,9123000000.0,10357000000.0,2339000000.0,9886000000.0,72136000000.0,6255000000.0,4164000000.0,57008000000.0,35859000000.0,21149000000.0,1111000000.0,546000000.0,1234000000.0,5795000000.0,4940000000.0,65702000000.0,21890000000.0,3040000000.0,283000000.0,4264000000.0,4264000000.0,50402000000.0,1397000000.0,38953000000.0,3897000000.0,35056000000.0,43217000000.0,14586000000.0,6590000000.0,31061000000.0,38618000000.0,25503000000.0,292000000.0,2109000000.0,17713000000,46159000000,28446000000,10137000000.0,-10290000000,7814000000.0,9509000000.0,28003000000,171000000.0,-1232000000.0,1862000000.0,1232000000.0,-1050000000.0,-576000000.0,587000000.0,9700000000.0,7695000000,1368000000,1498000000.0,6345000000.0,6314000000.0,8927000000,18627000000.0,6327000000,7.8,LIFE SCIENCES,PHARMACEUTICAL PREPARATIONS,
2022,BRK-B,2022-12-31,948465000000,334159000000.0,35811000000.0,308793000000.0,25366000000.0,,150367000000.0,15584000000.0,,101758000000.0,23639000000.0,78119000000.0,53178000000.0,28050000000.0,308793000000.0,26543000000.0,,466784000000.0,62502000000.0,,,,2429000000.0,76069000000.0,,22805000000.0,2429000000.0,,22805000000.0,8618000000.0,,473424000000.0,67826000000.0,511127000000.0,8000000.0,3499349059.0,300732000000,302020000000,1357000000,124319000000.0,299090000000,5550000000.0,,1642000000,,-4352000000.0,66036000000.0,4352000000.0,205716000000.0,,8457000000.0,1233000000.0,-31337000000,-8502000000,4352000000.0,-22058000000.0,-19688000000.0,-26985000000,-25752000000.0,-22759000000,13.98,FINANCE,"FIRE, MARINE & CASUALTY INSURANCE",
2022,BSX,2022-12-31,32469000000,5760000000.0,928000000.0,930000000.0,1867000000.0,1970000000.0,27332000000.0,2446000000.0,3282000000.0,18822000000.0,5902000000.0,12920000000.0,407000000.0,188000000.0,2000000.0,731000000.0,1500000000.0,14896000000.0,3803000000.0,862000000.0,289000000.0,20000000.0,20000000.0,11441000000.0,352000000.0,8986000000.0,20000000.0,,8986000000.0,761000000.0,2035000000.0,17573000000.0,2251000000.0,-750000000.0,17000000.0,1432900000.0,8727000000,12190000000,9482000000,3956000000.0,1649000000,4520000000.0,1323000000.0,7078000000,,-470000000.0,470000000.0,470000000.0,12660000000.0,-38000000.0,333000000.0,803000000.0,1141000000,443000000,470000000.0,698000000.0,704000000.0,1649000000,2414000000.0,698000000,1.75,LIFE SCIENCES,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,
2022,BX,2022-12-31,42524227000,4252003000.0,4252003000.0,4252003000.0,9103326000.0,,5854405000.0,411713000.0,336621000.0,2107489000.0,217287000.0,1890202000.0,27553251000.0,375500000.0,27553251000.0,-9103326000.0,,22843160000.0,89944000.0,,,89944000.0,89944000.0,1158071000.0,,12491000000.0,,,12580944000.0,-2177808000.0,1115223000.0,7655911000.0,,1748106000.0,7000.0,710276923.0,3825451000,8517673000,4692222000,3532454000.0,2642285000,1092671000.0,0.25,1367766000,271612000.0,-317225000.0,105142000.0,317225000.0,182900000.0,-82859000.0,69200000.0,67097000.0,2220511000,472880000,317225000.0,2988909000.0,1739782000.0,2537736000,2604833000.0,1747631000,5.17,FINANCE,INVESTMENT ADVICE,
2022,C,2022-12-31,2417000000000,343920000000.0,342025000000.0,342920000000.0,-1167269000000.0,,27011000000.0,26253000000.0,,24119000000.0,4428000000.0,19691000000.0,1854046000000.0,860696000000.0,895000000.0,1112723000000.0,,2214838000000.0,47096000000.0,,,47096000000.0,47096000000.0,116314000000.0,,271606000000.0,47096000000.0,165600000000.0,318702000000.0,-116314000000.0,,201189000000.0,73967000000.0,194734000000.0,31000000.0,1936800000.0,19207000000,75338000000,56131000000,41149000000.0,4809000000,13511000000.0,,14398000000,,48668000000.0,74408000000.0,25740000000.0,26670000000.0,-21000000.0,,352000000.0,18487000000,3642000000,25740000000.0,15076000000.0,6548000000.0,44227000000,44579000000.0,14845000000,7.21,FINANCE,NATIONAL COMMERCIAL BANKS,
2022,CAT,2022-12-31,81943000000,43785000000.0,7004000000.0,7004000000.0,16270000000.0,17869000000.0,36509000000.0,12028000000.0,16036000000.0,6046000000.0,758000000.0,5288000000.0,3164000000.0,,,2642000000.0,4593000000.0,66052000000.0,31531000000.0,8689000000.0,4174000000.0,5957000000.0,5957000000.0,35420000000.0,112000000.0,23662000000.0,5325000000.0,25714000000.0,29619000000.0,2690000000.0,4604000000.0,15891000000.0,31748000000.0,43514000000.0,6560000000.0,516300000.0,18077000000,59427000000,41350000000,41915000000.0,7904000000,5651000000.0,1814000000.0,8543000000,167000000.0,-443000000.0,443000000.0,443000000.0,104000000.0,1291000000.0,1937000000.0,284000000.0,8772000000,2067000000,,6704000000.0,5801000000.0,7904000000,8188000000.0,6705000000,14.28,TECHNOLOGY,CONSTRUCTION MACHINERY & EQUIP,
2022,CMCSA,2022-12-31,257275000000,21826000000.0,4749000000.0,5151000000.0,,12672000000.0,276545000000.0,55485000000.0,56900000000.0,193402000000.0,134908000000.0,58494000000.0,8142000000.0,7740000000.0,402000000.0,4406000000.0,12497000000.0,176332000000.0,27887000000.0,12544000000.0,3115000000.0,1743000000.0,1743000000.0,149019000000.0,,100900000000.0,1743000000.0,86900000000.0,100900000000.0,11220000000.0,20395000000.0,80943000000.0,7517000000.0,51609000000.0,51000000.0,4277000000.0,98141000000,121427000000,23286000000,38213000000.0,14041000000,9606000000.0,,24044000000,,-3896000000.0,,3896000000.0,,-3000000.0,8724000000.0,5097000000.0,9729000000,4359000000,3896000000.0,4925000000.0,1280000000.0,13625000000,18722000000.0,5370000000,3.65,TECHNOLOGY,CABLE & OTHER PAY TELEVISION SERVICES,
2022,COP,2022-12-31,93829000000,18749000000.0,6458000000.0,9243000000.0,1219000000.0,11000000.0,16333000000.0,64866000000.0,66630000000.0,,,,9607000000.0,8015000000.0,2785000000.0,1199000000.0,1989000000.0,45826000000.0,12847000000.0,6113000000.0,19000000.0,417000000.0,572000000.0,25026000000.0,1320000000.0,15323000000.0,417000000.0,,15323000000.0,2346000000.0,1552000000.0,48003000000.0,60189000000.0,53029000000.0,21000000.0,1238895000.0,43436000000,78494000000,35058000000,33971000000.0,36311000000,623000000.0,71000000.0,6552000000,195000000.0,-909000000.0,1376000000.0,909000000.0,62284000000.0,47000000.0,,189000000.0,28228000000,9548000000,805000000.0,18680000000.0,17630000000.0,29137000000,29326000000.0,18680000000,13.49,ENERGY & TRANSPORTATION,PETROLEUM REFINING,
2022,COST,2022-08-28,64166000000,32696000000.0,10203000000.0,11049000000.0,17907000000.0,2241000000.0,32463000000.0,24646000000.0,15286000000.0,993000000.0,,993000000.0,1163000000.0,,846000000.0,1499000000.0,4050000000.0,43519000000.0,31998000000.0,17848000000.0,2174000000.0,1156000000.0,1083000000.0,11521000000.0,2482000000.0,6106000000.0,73000000.0,6484000000.0,14230000000.0,5611000000.0,2555000000.0,20642000000.0,,15585000000.0,2000000.0,442664000.0,7547000000,226954000000,219407000000,199382000000.0,7793000000,19779000000.0,,20025000000,,-158000000.0,205000000.0,158000000.0,227038000000.0,205000000.0,,128000000.0,7769000000,1925000000,158000000.0,5915000000.0,5158000000.0,7927000000,8055000000.0,5844000000,13.39,TRADE & SERVICES,RETAIL-VARIETY STORES,
2022,CRM,2022-01-31,95209000000,22850000000.0,5464000000.0,10907000000.0,1454000000.0,9739000000.0,69944000000.0,2415000000.0,,56915000000.0,8978000000.0,47937000000.0,9857000000.0,4784000000.0,5443000000.0,1120000000.0,2623000000.0,37078000000.0,21788000000.0,,15628000000.0,118000000.0,686000000.0,15561000000.0,271000000.0,10596000000.0,4000000.0,10592000000.0,10596000000.0,5474000000.0,1995000000.0,58131000000.0,0.0,7377000000.0,1000000.0,989000000.0,19466000000,28164000000,24777000000,7026000000.0,548000000,14453000000.0,4465000000.0,18918000000,,-221000000.0,1211000000.0,221000000.0,28092000000.0,-227000000.0,,3298000000.0,1532000000,88000000,221000000.0,1444000000.0,1320000000.0,548000000,5051000000.0,1444000000,4.8,TECHNOLOGY,SERVICES-PREPACKAGED SOFTWARE,
2022,CSCO,2022-07-30,94002000000,36717000000.0,7079000000.0,19267000000.0,2568000000.0,10505000000.0,61688000000.0,1997000000.0,8168000000.0,40873000000.0,2569000000.0,38304000000.0,21811000000.0,1900000000.0,12188000000.0,4355000000.0,5957000000.0,54229000000.0,25640000000.0,2281000000.0,46564000000.0,1099000000.0,600000000.0,29368000000.0,,8900000000.0,499000000.0,8416000000.0,9500000000.0,5199000000.0,1968000000.0,39773000000.0,,-1319000000.0,42714000000.0,4110000000.0,32248000000,51376000000,30820000000,19309000000.0,13969000000,11186000000.0,6774000000.0,18279000000,476000000.0,-360000000.0,476000000.0,360000000.0,51566000000.0,392000000.0,,313000000.0,14477000000,2665000000,360000000.0,11812000000.0,10607000000.0,14837000000,15150000000.0,11812000000,3.36,TECHNOLOGY,COMPUTER COMMUNICATIONS EQUIPMENT,
2022,CVX,2022-12-31,257709000000,50343000000.0,17678000000.0,18529000000.0,8247000000.0,20456000000.0,73311000000.0,143591000000.0,,4722000000.0,4722000000.0,4722000000.0,45645000000.0,45238000000.0,851000000.0,3739000000.0,12310000000.0,97467000000.0,34208000000.0,18955000000.0,,6014000000.0,1964000000.0,57202000000.0,403000000.0,16258000000.0,2694000000.0,664000000.0,18264000000.0,7486000000.0,41771000000.0,159282000000.0,48196000000.0,190024000000.0,1832000000.0,1908428000.0,94159000000,246252000000,152093000000,145416000000.0,65133000000,4312000000.0,268000000.0,28476000000,,-630000000.0,8069000000.0,630000000.0,235812000000.0,,,16300000000.0,49531000000,14066000000,630000000.0,44193000000.0,36556000000.0,50161000000,66490000000.0,35465000000,18.83,ENERGY & TRANSPORTATION,PETROLEUM REFINING,
2022,DE,2022-10-30,90030000000,13269000000.0,4774000000.0,4774000000.0,8495000000.0,,16547000000.0,6623000000.0,,4905000000.0,1218000000.0,3687000000.0,1006000000.0,117000000.0,734000000.0,1246000000.0,,69673000000.0,12592000000.0,,557000000.0,12592000000.0,12571000000.0,525000000.0,30000000.0,35218000000.0,18303000000.0,,35218000000.0,8707000000.0,36053000000.0,20262000000.0,24094000000.0,42247000000.0,5165000000.0,300600000.0,47894000000,52577000000,4683000000,35338000000.0,9508000000,3863000000.0,1912000000.0,7309000000,2027000000.0,-1062000000.0,736000000.0,1062000000.0,291000000.0,10000000.0,,171000000.0,9138000000,2007000000,1062000000.0,7130000000.0,6629000000.0,10200000000,10371000000.0,7131000000,23.33,TECHNOLOGY,FARM MACHINERY & EQUIPMENT,
2022,DHR,2022-12-31,84350000000,15883000000.0,5995000000.0,5995000000.0,2765000000.0,4918000000.0,69468000000.0,3709000000.0,3433000000.0,60052000000.0,19821000000.0,37276000000.0,326000000.0,,,2944000000.0,4160000000.0,34268000000.0,8389000000.0,2296000000.0,3783000000.0,591000000.0,758000000.0,32394000000.0,1062000000.0,19677000000.0,591000000.0,19086000000.0,19677000000.0,5084000000.0,6498000000.0,50082000000.0,,39205000000.0,9000000.0,728300000.0,16188000000,31383000000,22531000000,10455000000.0,7536000000,7124000000.0,1528000000.0,11783000000,41000000.0,-211000000.0,-7000000.0,204000000.0,31471000000.0,-227000000.0,698000000.0,1484000000.0,8292000000,818000000,211000000.0,6328000000.0,5364000000.0,8503000000,9987000000.0,7209000000,10.95,LIFE SCIENCES,"INDUSTRIAL INSTRUMENTS FOR MEASUREMENT, DISPLAY, AND CONTROL",
2022,DIS,2022-09-30,203631000000,29098000000.0,11615000000.0,11615000000.0,1742000000.0,12652000000.0,140025000000.0,33596000000.0,39356000000.0,14837000000.0,14837000000.0,77897000000.0,3218000000.0,3218000000.0,,1199000000.0,9208000000.0,108623000000.0,29073000000.0,16205000000.0,6717000000.0,3070000000.0,3070000000.0,58744000000.0,219000000.0,48369000000.0,3070000000.0,45299000000.0,48369000000.0,183000000.0,12518000000.0,95008000000.0,907000000.0,43636000000.0,56398000000.0,1800000000.0,64140000000,82722000000,18582000000,54401000000.0,12121000000,16388000000.0,,19803000000,90000000.0,1549000000.0,581000000.0,-1549000000.0,,-4000000.0,3183000000.0,2019000000.0,4877000000,1732000000,-1549000000.0,3193000000.0,5466000000.0,3328000000,5347000000.0,3145000000,3.53,TRADE & SERVICES,SERVICES-MISCELLANEOUS AMUSEMENT & RECREATION,
2022,FI,2022-12-31,83869000000,27544000000.0,902000000.0,902000000.0,,3749000000.0,54652000000.0,1958000000.0,,49226000000.0,12415000000.0,36811000000.0,2403000000.0,2403000000.0,,1144000000.0,1833000000.0,52181000000.0,26458000000.0,652000000.0,1720000000.0,468000000.0,592000000.0,26351000000.0,366000000.0,21418000000.0,312000000.0,,21418000000.0,24782000000.0,936000000.0,30828000000.0,8378000000.0,17376000000.0,8000000.0,633600000.0,7720000000,17737000000,10017000000,7992000000.0,3740000000,6059000000.0,,9963000000,13000000.0,-733000000.0,13000000.0,746000000.0,,-94000000.0,555000000.0,3930000000.0,3081000000,551000000,746000000.0,2582000000.0,2086000000.0,3827000000,7757000000.0,2530000000,-0.08,TECHNOLOGY,SERVICES-COMPUTER PROCESSING & DATA PREPARATION,
2022,GE,2022-12-31,188851000000,58384000000.0,14446000000.0,7609000000.0,14891000000.0,14831000000.0,138972000000.0,31633000000.0,16303000000.0,19104000000.0,6105000000.0,12999000000.0,39742000000.0,36027000000.0,7609000000.0,1400000000.0,15477000000.0,153938000000.0,49428000000.0,12479000000.0,20124000000.0,3739000000.0,3739000000.0,63644000000.0,2393000000.0,28593000000.0,3757000000.0,,24059000000.0,12130000000.0,11063000000.0,33696000000.0,81209000000.0,82983000000.0,15000000.0,1089107878.0,61681000000,58100000000,14874000000,55535000000.0,43418000000,9173000000.0,1786000000.0,18263000000,474000000.0,-1607000000.0,681000000.0,1477000000.0,-365000000.0,-532000000.0,,1742000000.0,701000000,-3000000,465000000.0,-811000000.0,2928000000.0,43418000000,45160000000.0,339000000,3.01,MANUFACTURING,ELECTRONIC & OTHER ELECTRICAL EQUIPMENT (NO COMPUTER EQUIP),
2022,GILD,2022-12-31,63171000000,14443000000.0,5412000000.0,6385000000.0,1507000000.0,4777000000.0,50546000000.0,5475000000.0,2186000000.0,37208000000.0,28894000000.0,8314000000.0,4511000000.0,1245000000.0,973000000.0,1774000000.0,4800000000.0,41931000000.0,11237000000.0,905000000.0,102000000.0,2273000000.0,2273000000.0,31192000000.0,,25229000000.0,2273000000.0,22957000000.0,25229000000.0,4580000000.0,1179000000.0,21240000000.0,,15687000000.0,1000000.0,1247000000.0,10407000000,26413000000,16006000000,5657000000.0,7330000000,5673000000.0,5921000000.0,16094000000,,-935000000.0,,935000000.0,27348000000.0,-581000000.0,323000000.0,1800000000.0,5840000000,1248000000,935000000.0,4566000000.0,4511000000.0,6775000000,8575000000.0,4592000000,7.27,LIFE SCIENCES,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)",
2022,GOOG,2022-12-31,365264000000,164795000000.0,21879000000.0,113762000000.0,2670000000.0,40258000000.0,202772000000.0,112668000000.0,59042000000.0,31044000000.0,2084000000.0,28960000000.0,212885000000.0,32795000000.0,91883000000.0,10775000000.0,8707000000.0,109120000000.0,69300000000.0,5128000000.0,4507000000.0,298000000.0,0.0,39820000000.0,1844000000.0,15312000000.0,0.0,9900000000.0,15312000000.0,51006000000.0,2247000000.0,256144000000.0,,195563000000.0,68184000000.0,12849000000.0,155076000000,281279000000,126203000000,126203000000.0,74842000000,42291000000.0,39500000000.0,81791000000,,-357000000.0,2174000000.0,357000000.0,281636000000.0,381000000.0,13475000000.0,13475000000.0,71328000000,11356000000,357000000.0,59972000000.0,53992000000.0,71685000000,91333000000.0,59972000000,4.55,TECHNOLOGY,"SERVICES-COMPUTER PROGRAMMING, DATA PROCESSING, ETC.",
2022,GS,2022-12-31,1441799000000,256717000000.0,241825000000.0,256717000000.0,-1190082000000.0,,132955000000.0,17074000000.0,12190000000.0,8383000000.0,2009000000.0,6374000000.0,130629000000.0,134590000000.0,14892000000.0,859095000000.0,,1324610000000.0,183654000000.0,,113000000.0,152927000000.0,60961000000.0,254245000000.0,2154000000.0,247138000000.0,38635000000.0,73147000000.0,308099000000.0,-2669000000.0,454810000000.0,117189000000.0,94631000000.0,139372000000.0,9000000.0,334918639.0,19783000000,68711000000,33879000000,16174000000.0,11795000000,5533000000.0,,7988000000,2199000000.0,7678000000.0,29024000000.0,21346000000.0,39687000000.0,,,2455000000.0,13486000000,2225000000,21346000000.0,11261000000.0,10319000000.0,34832000000,37287000000.0,11261000000,30.06,FINANCE,"SECURITY BROKERS, DEALERS & FLOTATION COMPANIES",
2022,HD,2022-01-30,71876000000,29055000000.0,2343000000.0,2343000000.0,22068000000.0,3426000000.0,49220000000.0,25199000000.0,26100000000.0,10952000000.0,3503000000.0,7449000000.0,,,,1218000000.0,4205000000.0,73572000000.0,28693000000.0,13462000000.0,3596000000.0,3447000000.0,1000000000.0,44879000000.0,3038000000.0,36400000000.0,2249000000.0,,37400000000.0,9554000000.0,2013000000.0,-1696000000.0,80794000000.0,67580000000.0,90000000.0,1035000000.0,50832000000,151157000000,100325000000,100325000000.0,23040000000,25406000000.0,,27792000000,,-1347000000.0,44000000.0,1347000000.0,151157000000.0,44000000.0,2650000000.0,2386000000.0,21737000000,5304000000,1347000000.0,16433000000.0,16400000000.0,23084000000,25470000000.0,16433000000,15.52,TRADE & SERVICES,RETAIL-LUMBER & OTHER BUILDING MATERIALS DEALERS,
2022,HON,2022-12-31,62275000000,24982000000.0,9627000000.0,10110000000.0,5538000000.0,7440000000.0,38172000000.0,5471000000.0,9291000000.0,20719000000.0,3222000000.0,17497000000.0,,945000000.0,483000000.0,1894000000.0,9513000000.0,45578000000.0,19938000000.0,6329000000.0,9472000000.0,4447000000.0,2717000000.0,28623000000.0,145000000.0,16853000000.0,1653000000.0,,19570000000.0,4692000000.0,6469000000.0,16697000000.0,34443000000.0,45093000000.0,958000000.0,667600000.0,5505000000,35397000000,29892000000,22347000000.0,-2382000000,5214000000.0,1478000000.0,7887000000,138000000.0,-21000000.0,138000000.0,21000000.0,35418000000.0,366000000.0,657000000.0,405000000.0,6378000000,1412000000,414000000.0,4967000000.0,4386000000.0,6399000000,6804000000.0,4966000000,8.78,MANUFACTURING,MOTOR VEHICLE PARTS & ACCESSORIES,
2022,IBM,2022-12-31,127243000000,29118000000.0,7886000000.0,7886000000.0,1552000000.0,14209000000.0,96874000000.0,5334000000.0,13361000000.0,67133000000.0,11184000000.0,55949000000.0,142000000.0,142000000.0,852000000.0,11823000000.0,,105222000000.0,31505000000.0,4051000000.0,15531000000.0,9511000000.0,4760000000.0,83414000000.0,164000000.0,47190000000.0,4676000000.0,46189000000.0,107759000000.0,7592000000.0,12243000000.0,21944000000.0,169484000000.0,149825000000.0,58343000000.0,906091977.0,32687000000,60530000000,27842000000,385000000.0,6408000000,18609000000.0,6567000000.0,26279000000,,-1216000000.0,162000000.0,1216000000.0,365000000.0,443000000.0,2407000000.0,2395000000.0,1013000000,-626000000,1216000000.0,1783000000.0,8134000000.0,2229000000,4624000000.0,1639000000,9.12,TECHNOLOGY,COMPUTER & OFFICE EQUIPMENT,
2022,INTC,2022-12-31,182103000000,50407000000.0,11144000000.0,17194000000.0,13224000000.0,4271000000.0,129731000000.0,80860000000.0,93386000000.0,33609000000.0,6018000000.0,27591000000.0,32335000000.0,10000000.0,17194000000.0,4712000000.0,11315000000.0,80680000000.0,32155000000.0,9595000000.0,,4367000000.0,3900000000.0,46662000000.0,,38107000000.0,423000000.0,37684000000.0,42007000000.0,11858000000.0,8978000000.0,101423000000.0,,70405000000.0,31580000000.0,4137000000.0,26866000000,61811000000,45099000000,36188000000.0,2334000000,7002000000.0,17528000000.0,24532000000,589000000.0,-496000000.0,589000000.0,496000000.0,62307000000.0,1073000000.0,11128000000.0,1907000000.0,7765000000,-249000000,496000000.0,8017000000.0,8332000000.0,8261000000,10168000000.0,8014000000,1.85,MANUFACTURING,SEMICONDUCTORS & RELATED DEVICES,
